date,open,high,low,close,volume
2026-01-22,54.320000,54.330000,53.150000,53.900000,90992291
2026-01-23,53.590000,55.070000,53.320000,54.380000,78066065
2026-01-26,54.470000,55.630000,54.210000,55.080000,58084348
2026-01-27,55.980000,56.800000,55.562700,56.540000,51981226
2026-01-28,57.700000,58.010000,56.730000,57.060000,76172141
2026-01-29,56.950000,57.210000,53.060000,56.040000,122642284
2026-01-30,55.015000,55.710000,53.320000,54.000000,110170721
2026-02-02,53.160000,55.710000,53.150000,55.100000,74665794
2026-02-03,55.640000,55.756500,51.080000,52.520000,129992150
2026-02-04,52.140000,52.150000,48.430000,49.760000,142536211
2026-02-05,48.390000,49.529700,47.060000,47.640000,158712865
2026-02-06,48.340000,51.005000,47.995000,50.590000,117934624
2026-02-09,50.060000,52.270000,49.440000,51.740000,71272728
2026-02-10,51.970000,52.400000,50.890000,51.020000,70660921
2026-02-11,52.210000,52.500000,50.041600,51.400000,92393807
2026-02-12,51.800000,52.069800,47.990000,48.260000,131150002
2026-02-13,48.150000,49.592500,47.180000,48.470000,123216560
2026-02-17,47.640000,48.980000,46.420000,48.350000,117089669
2026-02-18,48.530000,50.360300,48.200000,49.390000,81370841
2026-02-19,48.670000,49.400000,48.160000,48.830000,83447513
2026-02-20,47.960000,50.449900,47.760000,50.060000,118813778
2026-02-23,49.530000,49.880000,47.660000,48.240000,91951796
2026-02-24,48.450000,50.039900,47.820000,49.780000,71023309
2026-02-25,50.550000,51.960000,50.530000,51.870000,54217195
2026-02-26,51.630000,51.640000,48.710000,50.050000,105583756
2026-02-27,48.450000,49.770000,48.260000,49.520000,93802209
2026-03-02,47.460000,50.150000,47.230000,49.700000,108545943
2026-03-03,46.810000,48.670000,45.715000,48.100000,163365515
2026-03-04,48.690000,50.790000,48.520000,50.260000,99738423
2026-03-05,49.440000,50.760000,48.170000,49.800000,129713209
2026-03-06,47.660000,49.050000,47.180000,47.540000,141012236
2026-03-09,46.190000,49.770000,45.500000,49.390000,159005492
2026-03-10,49.410000,50.740000,48.830000,49.400000,115057232
2026-03-11,49.680000,50.520000,48.729900,49.350000,91104317
2026-03-12,48.150000,48.488100,46.750000,46.830000,130823889
2026-03-13,47.350000,48.250000,45.670000,45.930000,141952545
2026-03-16,47.365000,48.270000,47.180000,47.460000,81421541
2026-03-17,48.120000,48.760000,47.810000,48.160000,74570090
2026-03-18,47.720000,48.110000,46.050000,46.100000,105059285
2026-03-19,44.870000,46.320000,44.300000,45.690000,138384909
2026-03-20,45.180000,45.210000,42.300000,43.080000,137952495
2026-03-23,45.110000,46.150000,44.125000,44.570000,139354268
2026-03-24,43.835000,44.550000,43.190000,43.620000,105505193
2026-03-25,44.700000,45.220000,43.945000,44.390000,79294402
2026-03-26,43.230000,43.680000,41.150000,41.230000,117558871
2026-03-27,40.560000,40.590000,38.560000,38.780000,124795741
2026-03-30,39.750000,39.908700,37.320000,37.890000,111446506
2026-03-31,39.090000,42.000000,39.069300,41.680000,149516163
2026-04-01,42.630000,43.980000,42.410000,43.230000,116135527
2026-04-02,40.880000,43.550000,40.440000,43.330000,111377317
2026-04-06,43.600000,44.585000,43.270000,44.100000,69245136
2026-04-07,43.450000,44.210000,41.840000,44.150000,131796221
2026-04-08,48.640000,48.920000,47.150000,48.000000,102015116
2026-04-09,48.015000,49.090000,47.310000,48.960000,78953594
2026-04-10,49.355000,49.810000,48.820000,49.170000,65481558
2026-04-13,48.780000,50.740000,48.460000,50.660000,67169143
2026-04-14,51.390000,53.430000,51.380000,53.410000,72362348
2026-04-15,53.570000,55.738200,53.330000,55.650000,83243969
2026-04-16,56.130000,56.920000,55.095000,56.430000,86398114
2026-04-17,57.780000,58.940000,57.369900,58.590000,103604000
2026-04-20,58.400000,58.580000,56.910000,58.080000,67652788
2026-04-21,58.480000,58.970000,56.820000,57.400000,91775196
2026-04-22,58.930000,60.300000,58.490000,60.210000,73399831
2026-04-23,59.800000,60.730000,57.590000,59.220000,92856854
2026-04-24,61.080000,62.735000,60.560000,62.560000,80250657
2026-04-27,62.410000,62.699500,61.640000,62.640000,56614967
2026-04-28,60.715000,61.330000,59.680000,60.740000,80631559
2026-04-29,61.000000,61.867500,60.450000,61.860000,77081402
2026-04-30,62.890000,63.800000,60.700000,63.540000,81042682
2026-05-01,63.890000,65.840000,63.810000,65.300000,67762932
2026-05-04,65.440000,66.050000,63.780000,64.910000,60813806
2026-05-05,66.370000,67.768600,66.250000,67.390000,54098798
2026-05-06,69.255000,71.658700,68.880000,71.570000,70169043
2026-05-07,71.870000,73.295000,70.380000,71.340000,93509106
2026-05-08,72.820000,76.310000,72.695000,76.280000,68713740
2026-05-11,76.000000,77.360000,75.550000,76.960000,60475028
2026-05-12,75.300000,75.929200,71.550000,74.960000,90651646
2026-05-13,75.810000,77.940000,74.190000,77.240000,64416388
2026-05-14,77.290000,79.680000,77.155000,78.950000,58472779
2026-05-15,75.730000,77.365000,74.228006,75.340000,81260605
2026-05-18,76.130000,76.271300,72.100000,74.320000,87710120
2026-05-19,72.410000,74.500000,70.961600,72.930000,85973688
2026-05-20,74.090000,76.530000,73.615000,76.510000,70647504
2026-05-21,75.180000,77.789500,74.470000,76.950000,74958080
2026-05-22,78.040000,79.330000,77.332000,77.840000,58330530
2026-05-26,80.590000,82.270000,79.980000,81.950000,62579633
2026-05-27,82.870000,82.910000,80.330000,81.670000,66220965
2026-05-28,81.740000,84.050000,80.655000,83.680000,55265904
2026-05-29,84.410000,85.700000,83.530000,84.560000,67644084
2026-06-01,84.145000,87.060000,83.750000,86.040000,57216019
2026-06-02,85.940000,87.320000,84.830000,87.220000,48355014
2026-06-03,87.680000,88.090000,85.410000,86.560000,62154484
2026-06-04,83.470000,86.245000,82.475000,85.220000,59614610
2026-06-05,81.569000,82.080000,72.680000,73.050000,118961266
2026-06-08,76.860000,78.470000,75.380000,76.270000,77319034
2026-06-09,78.480000,79.340700,66.790000,73.720000,132485655
2026-06-10,71.680000,74.700000,69.000000,69.270000,91465223
2026-06-11,70.890000,76.597900,69.590000,76.010000,116288785
2026-06-12,76.340000,78.360000,74.290000,77.520000,94483584
2026-06-15,82.880000,85.030000,82.640000,84.590000,59757994
2026-06-16,84.190000,84.830000,79.860000,79.930000,67086684
2026-06-17,81.670000,81.805000,76.940000,77.540000,78089611
2026-06-18,82.100000,83.599900,80.630000,82.870000,61062971
2026-06-22,83.950000,85.110000,81.390000,82.580000,61888933
2026-06-23,75.120000,77.740000,73.910100,74.440000,82341752
2026-06-24,74.790000,76.180000,71.350000,73.300000,72009703
2026-06-25,77.960000,78.240000,71.600000,74.950000,106912009
2026-06-26,72.085000,74.690000,70.720000,71.830000,70427714
2026-06-29,74.120000,77.375000,71.450000,77.190000,79128442
2026-06-30,77.240000,81.540000,77.150000,81.000000,58466178
2026-07-01,78.720000,79.640000,77.230000,77.460000,63348163
2026-07-02,77.450000,79.135000,71.720000,73.350000,87993371
2026-07-06,75.540000,77.450000,75.110000,76.420000,54545139
2026-07-07,73.700000,74.390000,70.760000,72.230000,70992853
2026-07-08,70.795000,73.015000,69.570000,72.720000,70748539
2026-07-09,74.850000,76.685000,73.890000,76.340000,51726573
2026-07-10,75.529000,77.320000,74.330000,77.030000,46034410
2026-07-13,74.540000,74.845000,72.090000,72.640000,63317516
